gene,proteinSearched,EnsemblID,EntrezSummary,todaysDate,healthy_Mean,acuteLymeDisease_Mean,antibodies_1month_Mean,antibodies_6month_Mean,acuteHealthy_foldChange,antibodies_1month_healthy_foldChange,antibodies_6month_healthy_foldchange,classSample,classValue,class
KCNJ16,protein,ENSG00000153822,"Potassium channels are present in most mammalian cells, where they participate in a wide range of physiologic responses. The protein encoded by this gene is an integral membrane protein and inward-rectifier type potassium channel. The encoded protein, which tends to allow potassium to flow into rather than out of a cell, can form heterodimers with two other inward-rectifier type potassium channels. It may function in fluid and pH balance regulation. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Apr 2014]",Thu Aug 27 08:09:48 2020,0.00022185,0.071464539,-0.139465564,0.50971401,322.129991,-628.6480212,2297.56146,healthyControl_2,-0.145248055,healthy
KHDRBS3,protein,ENSG00000131773,"                                            KHDRBS3 (KH RNA Binding Domain Containing, Signal Transduction Associated 3) is a Protein Coding gene.                                            Diseases associated with KHDRBS3 include Extratemporal Epilepsy and Subacute Leukemia.                                            Among its related pathways are Signaling by GPCR and Signaling by PTK6.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and RNA binding.                                            An important paralog of this gene is KHDRBS2.",Thu Aug 27 08:09:50 2020,-0.000219464,-0.116914867,-0.038663865,0.46088445,532.7279218,176.1736636,-2100.041009,healthyControl_2,0.32073927,healthy
MAP2K7,protein,ENSG00000076984,"The protein encoded by this gene is a dual specificity protein kinase that belongs to the MAP kinase kinase family. This kinase specifically activates MAPK8/JNK1 and MAPK9/JNK2, and this kinase itself is phosphorylated and activated by MAP kinase kinase kinases including MAP3K1/MEKK1, MAP3K2/MEKK2,MAP3K3/MEKK5, and MAP4K2/GCK. This kinase is involved in the signal transduction mediating the cell responses to proinflammatory cytokines, and environmental stresses. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]",Thu Aug 27 08:09:41 2020,-0.000249864,-0.088973285,-0.258590072,-0.535372884,356.0865678,1034.922458,2142.655426,healthyControl_2,0.140063432,healthy
NUDT18,protein,ENSG00000275074,"The protein encoded by this gene is a member of the Nudix hydrolase family. Nudix hydrolases eliminate potentially toxic nucleotide metabolites from the cell and regulate the concentrations and availability of many different nucleotide substrates, cofactors, and signaling molecules. This protein contains a Nudix hydrolase domain and hydrolyzes oxidized forms of guanosine and deoxyguanosine diphosphates. [provided by RefSeq, Sep 2012]",Thu Aug 27 08:09:30 2020,0.001091003,-0.6152458,-0.29445624,-0.17197967,-563.926772,-269.8949865,-157.6344611,healthyControl_2,-0.23505473,healthy
OR52A4,protein,ENSG00000205494,"Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms. Although originally considered to be a functional olfactory receptor, this family member is now considered to be pseudogene due to the presence of a C-terminal frameshift compared to other family members; this is also consistent with the Classifier for Olfactory Receptor Pseudogenes (CORP), as described in PMID:16939646. [provided by RefSeq, Jun 2011]",Thu Aug 27 08:09:44 2020,-0.000272,0.09701872,-0.18199944,-0.14622378,-356.6864706,669.1155882,537.5874265,healthyControl_2,0.06674075,healthy
OTOS,protein,ENSG00000178602,"Otospiralin is synthesized by nonsensory cells (fibrocytes) of the inner ear, and downregulation of otospiralin in guinea pigs leads to deafness (Lavigne-Rebillard et al., 2003 [PubMed 12687421]).[supplied by OMIM, Mar 2008]",Thu Aug 27 08:09:35 2020,0.000207,-0.31149077,0.036051035,-0.22960472,-1504.786329,174.1595894,-1109.201546,healthyControl_2,-0.22118998,healthy
PDZRN3,protein,ENSG00000121440,"This gene encodes a member of the LNX (Ligand of Numb Protein-X) family of RING-type ubiquitin E3 ligases. This protein may function in vascular morphogenesis and the differentiation of adipocytes, osteoblasts and myoblasts. This protein may be targeted for degradation by the human papilloma virus E6 protein. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]",Thu Aug 27 08:09:30 2020,5.15E-05,0.059969978,0.187398674,-0.090559245,1164.412842,3638.64434,-1758.352269,healthyControl_2,0.09941888,healthy
PEX26,protein,ENSG00000215193,"This gene belongs to the peroxin-26 gene family. It is probably required for protein import into peroxisomes. It anchors PEX1 and PEX6 to peroxisome membranes, possibly to form heteromeric AAA ATPase complexes required for the import of proteins into peroxisomes. Defects in this gene are the cause of peroxisome biogenesis disorder complementation group 8 (PBD-CG8). PBD refers to a group of peroxisomal disorders arising from a failure of protein import into the peroxisomal membrane or matrix. The PBD group is comprised of four disorders: Zellweger syndrome (ZWS), neonatal adrenoleukodystrophy (NALD), infantile Refsum disease (IRD), and classical rhizomelic chondrodysplasia punctata (RCDP). Alternatively spliced transcript variants have been identified for this gene. [provided by RefSeq, Dec 2010]",Thu Aug 27 08:09:26 2020,8.38E-05,0.26469415,-0.036030412,0.231286653,3158.481223,-429.9353732,2759.843952,healthyControl_2,-0.029019535,healthy
POU3F2,protein,ENSG00000184486,"This gene encodes a member of the POU-III class of neural transcription factors. The encoded protein is involved in neuronal differentiation and enhances the activation of corticotropin-releasing hormone regulated genes. Overexpression of this protein is associated with an increase in the proliferation of melanoma cells. [provided by RefSeq, Mar 2012]",Thu Aug 27 08:09:22 2020,-3.10E-05,-0.4285257,0.08065128,0.5122471,13823.40968,-2601.654194,-16524.1,healthyControl_2,0.23925924,healthy
POU4F2,protein,ENSG00000151615,"The protein encoded by this gene is a member of the POU-domain transcription factor family and may be involved in maintaining visual system neurons in the retina. The level of the encoded protein is also elevated in a majority of breast cancers, resulting in accelerated tumor growth. [provided by RefSeq, Sep 2011]",Thu Aug 27 08:09:49 2020,-0.000424625,-0.160596253,0.03925598,0.581217885,378.2072476,-92.44858404,-1368.779241,healthyControl_2,0.04618001,healthy
PRR24,protein,ENSG00000257704,                                            INAFM1 (InaF Motif Containing 1) is a Protein Coding gene.                                                                                                                                                                                ,Thu Aug 27 08:09:42 2020,-0.000505,-0.1807158,-0.3545034,-0.23405433,357.8530693,701.9869307,463.4739208,healthyControl_2,-0.59697413,healthy
PSMF1,protein,ENSG00000125818,"The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a protein that inhibits the activation of the proteasome by the 11S and 19S regulators. Alternative transcript variants have been identified for this gene. [provided by RefSeq, Jul 2008]",Thu Aug 27 08:09:38 2020,-8.07E-05,0.290613727,0.262409446,-0.637855725,-3602.731393,-3253.083593,7907.482092,healthyControl_2,0.071585573,healthy
RGPD3,protein,ENSG00000153165,"This gene is located in a cluster of Ran-binding protein related genes on chromosome 2 which arose through duplication in primates. The encoded protein contains an N-terminal TPR (tetratricopeptide repeat) domain, two Ran-binding domains, and a C-terminal GRIP domain (golgin-97, RanBP2alpha, Imh1p and p230/golgin-245) domain. [provided by RefSeq, Sep 2011]",Thu Aug 27 08:09:44 2020,-0.000246,-0.18020105,0.41048884,0.000246,732.5245935,-1668.653821,-1,healthyControl_2,0.262285,healthy
RNF168,protein,ENSG00000163961,"This gene encodes an E3 ubiquitin ligase protein that contains a RING finger, a motif present in a variety of functionally distinct proteins and known to be involved in protein-DNA and protein-protein interactions. The protein is involved in DNA double-strand break (DSB) repair. Mutations in this gene result in Riddle syndrome. [provided by RefSeq, Sep 2011]",Thu Aug 27 08:09:47 2020,-0.000278,0.094982624,0.047009468,-0.8241472,-341.6641151,-169.0988058,2964.558273,healthyControl_2,-0.088936806,healthy
